<<<<<<< HEAD
services DT
concern DT
. . 
 OOV
Dismal OOV
sales DT
at DT
General DT
Motors DT
Corp. DT
dragged DT
the DT
U.S. DT
car NN 
and DT
truck NN 
market DT
down DT
below DT
year-ago JJ 
levels NNS 
in DT
early DT
October NNP 
, , 
the DT
first DT
sales DT
period NN 
of DT
the DT
1990 CD 
model DT
year NN 
. . 
 OOV
The DT
eight CD 
major DT
domestic DT
auto NN 
makers NNS 
sold DT
160,510 OOV
North DT
American-made JJ 
cars NNS 
in DT
the DT
first DT
10 CD 
days DT
of DT
October NNP 
, , 
a DT
12.6 CD 
% DT
drop DT
from IN 
a DT
year NN 
earlier DT
. . 
 OOV
Domestically OOV
built DT
truck NN 
sales DT
were VBD 
down DT
10.4 CD 
% DT
to TO 
86,555 OOV
pickups OOV
, , 
vans NNS 
and DT
sport NN 
utility NN 
vehicles NNS 
. . 
 OOV
The DT
heavy DT
use DT
of DT
incentives NNS 
to TO 
clear DT
out DT
1989 DT
models NNS 
appears DT
to TO 
have DT
taken VBN 
the DT
steam NN 
, , 
at DT
least DT
initially RB 
, , 
out DT
of DT
1990 CD 
model DT
sales DT
, , 
which WDT 
began VBD 
officially RB 
Oct. DT
1 DT
. . 
 OOV
This DT
appears DT
particularly RB 
true JJ 
at DT
GM NNP 
, , 
which WDT 
had DT
strong DT
sales DT
in DT
August NNP 
and DT
September NNP 
but DT
saw DT
its PRP$ 
early DT
October NNP 
car NN 
and DT
truck NN 
results DT
fall DT
26.3 CD 
% DT
from IN 
last DT
year NN 
's DT
unusually RB 
high DT
level DT
. . 
 OOV
Overall DT
, , 
sales DT
of DT
all DT
domestic-made JJ 
vehicles NNS 
fell DT
11.9 CD 
% DT
from IN 
a DT
year NN 
ago DT
. . 
 OOV
Without IN 
GM NNP 
, , 
overall DT
sales DT
for DT
the DT
other JJ 
U.S. DT
automakers NNS 
were VBD 
roughly RB 
flat DT
with DT
1989 DT
results DT
. . 
 OOV
Some DT
of DT
the DT
U.S. DT
auto NN 
makers NNS 
have DT
already RB 
adopted DT
incentives NNS 
on DT
many DT
1990 CD 
models NNS 
, , 
but DT
they PRP 
may MD 
have DT
to TO 
broaden VB 
their PRP$ 
programs NNS 
to TO 
keep DT
sales DT
up DT
. . 
 OOV
`` `` 
We PRP 
've DT
created DT
a DT
condition NN 
where WRB 
, , 
without IN 
incentives NNS 
, , 
it PRP 
's DT
a DT
tough DT
market DT
, , 
'' '' 
said DT
Tom NNP 
Kelly NNP 
, , 
sales DT
manager NN 
for DT
Bill DT
Wink OOV
Chevrolet DT
in DT
Dearborn NNP 
, , 
Mich NNP 
. . 
 OOV
Car DT
sales DT
fell DT
to TO 
a DT
seasonally RB 
adjusted DT
annual JJ 
selling DT
rate DT
of DT
5.8 CD 
million CD 
vehicles NNS 
, , 
the DT
lowest JJS 
since DT
October NNP 
1987 CD 
. . 
 OOV
The DT
poor DT
performance NN 
contrasts VBZ 
with DT
a DT
robust JJ 
selling DT
rate DT
of DT
almost RB 
eight CD 
million CD 
last DT
month NN 
. . 
 OOV
Furthermore RB 
, , 
dealers NNS 
contacted DT
late DT
last DT
week NN 
said DT
they PRP 
could MD 
n't RB 
see DT
any DT
immediate JJ 
impact DT
on DT
sales DT
of DT
Friday NNP 
's DT
steep DT
market DT
decline DT
. . 
 OOV
GM NNP 
's DT
domestic DT
car NN 
sales DT
dropped DT
24.3 CD 
% DT
and DT
its PRP$ 
domestic DT
trucks DT
were VBD 
down DT
an DT
even DT
steeper JJR 
28.7 CD 
% DT
from IN 
the DT
same JJ 
period NN 
a DT
year NN 
ago DT
. . 
 OOV
All DT
of DT
the DT
GM NNP 
divisions NNS 
except DT
Cadillac DT
showed DT
big JJ 
declines DT
. . 
 OOV
Cadillac DT
posted DT
a DT
3.2 CD 
% DT
increase DT
despite IN 
new JJ 
competition NN 
from IN 
Lexus NNP 
, , 
the DT
fledging OOV
luxury-car NN 
division NN 
of DT
Toyota NNP 
Motor NNP 
Corp NNP 
. . 
 OOV
Lexus NNP 
sales DT
were VBD 
n't RB 
available JJ 
; : 
the DT
cars NNS 
are DT
imported DT
and DT
Toyota NNP 
reports DT
their PRP$ 
sales DT
only DT
at DT
month-end OOV
. . 
 OOV
The DT
sales DT
drop DT
for DT
the DT
No. DT
1 DT
car NN 
maker NN 
may MD 
have DT
been VBN 
caused DT
in DT
part DT
by DT
the DT
end DT
in DT
September NNP 
of DT
dealer NN 
incentives NNS 
that DT
GM NNP 
offered DT
in DT
addition NN 
to TO 
consumer NN 
rebates NNS 
and DT
low-interest JJ 
financing DT
, , 
a DT
company NN 
spokesman NN 
said DT
. . 
 OOV
Last JJ 
year NN 
, , 
GM NNP 
had DT
a DT
different JJ 
program DT
in DT
place DT
that DT
continued DT
rewarding DT
dealers NNS 
until IN 
all DT
the DT
1989 DT
models NNS 
had DT
been VBN 
sold DT
. . 
 OOV
Aside RB 
from IN 
GM NNP 
, , 
other JJ 
car NN 
makers NNS 
posted DT
generally RB 
mixed DT
results DT
. . 
 OOV
Ford NNP 
Motor NNP 
Co. DT
had DT
a DT
1.8 CD 
% DT
drop DT
in DT
domestic DT
car NN 
sales DT
but DT
a DT
2.4 CD 
% DT
increase DT
in DT
domestic DT
truck NN 
sales DT
. . 
 OOV
Chrysler NNP 
Corp. DT
had DT
a DT
7.5 CD 
% DT
drop DT
in DT
car NN 
sales DT
, , 
echoing VBG 
its PRP$ 
generally RB 
slow DT
performance NN 
all DT
year NN 
. . 
 OOV
However DT
, , 
sales DT
of DT
trucks DT
, , 
including VBG 
the DT
company NN 
's DT
popular JJ 
minivans NNS 
, , 
rose DT
4.3 CD 
% DT
. . 
 OOV
Honda DT
Motor NNP 
Co. DT
's DT
sales DT
of DT
domestically RB 
built DT
vehicles NNS 
plunged DT
21.7 CD 
% DT
from IN 
a DT
year NN 
earlier DT
. . 
 OOV
Honda DT
's DT
plant DT
in DT
Marysville NNP 
, , 
Ohio NNP 
, , 
was VBD 
gearing VBG 
up DT
to TO 
build DT
1990 CD 
model DT
Accords DT
, , 
a DT
Honda DT
spokesman NN 
said DT
. . 
 OOV
`` `` 
We PRP 
're VBP 
really RB 
confident JJ 
everything NN 
will DT
bounce DT
back DT
to TO 
normal DT
, , 
'' '' 
he PRP 
added DT
. . 
 OOV
Separately DT
, , 
Chrysler NNP 
said DT
firm DT
prices NNS 
on DT
its PRP$ 
1990-model DT
domestic DT
cars NNS 
and DT
minivans NNS 
will DT
rise DT
an DT
average DT
of DT
5 CD 
% DT
over DT
comparably RB 
equipped DT
1989 DT
models NNS 
. . 
 OOV
Firm NN 
prices NNS 
were VBD 
generally RB 
in DT
line DT
with DT
the DT
tentative DT
prices NNS 
announced DT
earlier DT
this DT
fall DT
. . 
 OOV
At IN 
that DT
time DT
, , 
Chrysler NNP 
said DT
base DT
prices NNS 
, , 
which WDT 
are DT
n't RB 
adjusted DT
for DT
equipment NN 
changes DT
, , 
would MD 
rise DT
between IN 
4 DT
% DT
and DT
9 CD 
% DT
on DT
most DT
vehicle NN 
. . 
 OOV
a DT
- : 
Totals NNS 
include DT
only DT
vehicle NN 
sales DT
reported DT
in DT
period NN 
. . 
 OOV
c DT
- : 
Domestic DT
car NN 
 OOV
d DT
- : 
Percentage NN 
change DT
is DT
greater JJR 
than DT
999 CD 
% DT
. . 
 OOV
x DT
- : 
There DT
were VBD 
8 CD 
selling DT
days DT
in DT
the DT
most DT
recent JJ 
period NN 
and DT
8 CD 
a DT
year NN 
earlier DT
. . 
 OOV
Percentage NN 
differences NNS 
based DT
on DT
daily DT
sales DT
rate DT
rather RB 
than DT
sales DT
volume NN 
. . 
 OOV
Antonio NNP 
L. NNP 
Savoca OOV
, , 
66 CD 
years NNS 
old JJ 
, , 
was VBD 
named DT
president DT
and DT
chief DT
executive DT
officer NN 
of DT
the DT
Atlantic DT
Research DT
Corp. DT
subsidiary DT
. . 
 OOV
Mr. NNP 
Savoca OOV
had DT
been VBN 
a DT
consultant NN 
to TO 
the DT
subsidiary DT
's DT
rocket-propulsion OOV
operations NNS 
. . 
 OOV
Mr. NNP 
Savoca OOV
succeeds VBZ 
William NNP 
H. NNP 
Borten OOV
, , 
who WP 
resigned DT
to TO 
pursue VB 
personal DT
interests DT
. . 
 OOV
Sequa NNP 
makes DT
and DT
repairs NNS 
jet NN 
engines NNS 
. . 
 OOV
It PRP 
also RB 
has DT
interests DT
in DT
military DT
electronics DT
and DT
electro-optics OOV
, , 
marine DT
transportation NN 
and DT
machinery NN 
used DT
to TO 
make DT
food NN 
and DT
beverage NN 
cans NNS 
. . 
 OOV
It PRP 
was VBD 
n't RB 
so DT
long DT
ago DT
that DT
a DT
radio NN 
network DT
funded DT
by DT
the DT
U.S. DT
Congress NNP 
-- : 
and DT
originally RB 
by DT
the DT
Central DT
Intelligence DT
Agency NNP 
-- : 
was VBD 
accused DT
by DT
officials NNS 
here RB 
of DT
employing VBG 
propagandists NNS 
, , 
imperialists NNS 
and DT
spies DT
. . 
 OOV
Now DT
, , 
the DT
network DT
has DT
opened DT
a DT
news NN 
bureau NN 
in DT
the DT
Hungarian JJ 
capital DT
. . 
 OOV
Employees DT
held DT
an DT
open DT
house DT
to TO 
celebrate DT
and DT
even DT
hung DT
out DT
a DT
sign DT
: : 
`` `` 
Szabad OOV
Europa DT
Radio DT
'' '' 
-- : 
Radio DT
Free DT
Europe NNP 
. . 
 OOV
`` `` 
I DT
think DT
this DT
is DT
a DT
victory NN 
for DT
the DT
radio NN 
, , 
'' '' 
says VBZ 
Barnabas OOV
de DT
Bueky OOV
, , 
a DT
55-year-old JJ 
former DT
Hungarian JJ 
refugee NN 
who WP 
works DT
in DT
the DT
Munich NNP 
, , 
West DT
Germany NNP 
, , 
headquarters DT
as DT
deputy DT
director NN 
of DT
the DT
Hungarian JJ 
service DT
. . 
 OOV
In DT
fact NN 
, , 
the DT
network DT
hopes DT
to TO 
set DT
up DT
offices NNS 
in DT
Warsaw NNP 
and DT
anywhere RB 
else DT
in DT
the DT
East DT
Bloc NNP 
that DT
will DT
have DT
it PRP 
. . 
 OOV
But DT
the DT
rapid JJ 
changes DT
brought DT
on DT
by DT
glasnost DT
and DT
open DT
borders NNS 
are DT
altering VBG 
the DT
network DT
's DT
life NN 
in DT
more DT
ways NNS 
than DT
one DT
. . 
 OOV
In DT
fact NN 
, , 
Radio DT
Free DT
Europe NNP 
is DT
in DT
danger NN 
of DT
suffering DT
from IN 
its PRP$ 
success NN 
. . 
 OOV
While IN 
the DT
network DT
currently RB 
can DT
operate DT
freely RB 
in DT
Budapest NNP 
, , 
so DT
can DT
others NNS 
. . 
 OOV
In DT
addition NN 
, , 
competition NN 
for DT
listeners NNS 
is DT
getting VBG 
tougher DT
in DT
many DT
ways NNS 
than DT
when WRB 
broadcasting DT
here RB 
was VBD 
strictly RB 
controlled DT
. . 
 OOV
Instead RB 
of DT
being DT
denounced DT
as DT
an DT
evil DT
agent NN 
of DT
imperialism OOV
, , 
Radio DT
Free DT
Europe NNP 
is DT
more DT
likely DT
to TO 
draw DT
the DT
criticism NN 
that DT
its PRP$ 
programs NNS 
are DT
too RB 
tame JJ 
, , 
even DT
boring DT
. . 
 OOV
`` `` 
They PRP 
have DT
a DT
lot DT
to TO 
do DT
these DT 
days DT
to TO 
compete DT
with DT
Hungarian JJ 
radio NN 
, , 
'' '' 
says VBZ 
Andrew NNP 
Deak OOV
, , 
a DT
computer-science OOV
student NN 
at DT
the DT
Technical NNP 
University DT
in DT
Budapest NNP 
. . 
 OOV
`` `` 
The DT
Hungarian JJ 
{ ( 
radio NN 
} ) 
reporters NNS 
seem DT
better DT
informed DT
and DT
more DT
critical JJ 
about DT
about DT
what DT
's DT
going DT
on DT
here RB 
. . 
'' '' 
 OOV
Indeed DT
, , 
Hungary DT
is DT
in DT
the DT
midst NN 
of DT
a DT
media DT
explosion NN 
. . 
 OOV
Boys DT
on DT
busy JJ 
street NN 
corners NNS 
peddle VB 
newspapers NNS 
of DT
every DT 
political JJ 
stripe OOV
. . 
 OOV
Newsstands OOV
are DT
packed DT
with DT
a DT
colorful JJ 
array NN 
of DT
magazines NNS 
. . 
 OOV
Radio DT
and DT
television NN 
are DT
getting VBG 
livelier OOV
and DT
bolder JJR 
. . 
 OOV
The DT
British DT
Broadcasting NNP 
Corp. DT
and DT
the DT
U.S. DT
State DT
Department NNP 
's DT
Voice NNP 
of DT
America NNP 
broadcast DT
over DT
Hungarian JJ 
airwaves NNS 
, , 
though DT
only DT
a DT
few JJ 
hours NNS 
a DT
day NN 
each DT 
in DT
Hungarian JJ 
. . 
 OOV
Australian DT
press DT
magnate NN 
Rupert NNP 
Murdoch NNP 
has DT
bought DT
50 CD 
% DT
stakes NNS 
in DT
two CD 
popular JJ 
and DT
gossipy JJ 
Hungarian JJ 
newspapers NNS 
, , 
while DT
Britain NNP 
's DT
Robert NNP 
Maxwell NNP 
has DT
let DT
it PRP 
be DT
known DT
here RB 
that DT
he PRP 
is DT
thinking DT
about DT
similar JJ 
moves DT
. . 
 OOV
But DT
Radio DT
Free DT
Europe NNP 
does VBZ 
n't RB 
plan DT
to TO 
fade VB 
away DT
. . 
 OOV
With DT
its PRP$ 
mission NN 
for DT
free DT
speech NN 
and DT
the DT
capitalist DT
way DT
, , 
the DT
network DT
's DT
staff DT
says VBZ 
it PRP 
still DT
has DT
plenty DT
to TO 
do DT
-- : 
in DT
Hungary DT
and DT
in DT
the DT
`` `` 
Great DT
Eastern DT
Beyond DT
. . 
'' '' 
 OOV
Radio DT
Free DT
Europe NNP 
and DT
its PRP$ 
sister DT
station NN 
for DT
the DT
Soviet DT
Union DT
, , 
Radio DT
Liberty NNP 
, , 
say DT
they PRP 
wo MD 
n't RB 
cut DT
back DT
their PRP$ 
more DT
than DT
19 CD 
hours NNS 
of DT
daily DT
broadcasts NNS 
. . 
 OOV
They PRP 
are DT
still DT
an DT
important JJ 
source NN 
of DT
news NN 
for DT
60 DT
million CD 
listeners NNS 
in DT
23 CD 
exotic JJ 
tongues OOV
: : 
from IN 
Bulgarian JJ 
and DT
Belorussian OOV
to TO 
Kazakh OOV
and DT
Kirghiz OOV
. . 
 OOV
The DT
establishment NN 
of DT
its PRP$ 
first DT
bureau NN 
in DT
Warsaw NNP 
Pact NNP 
territory NN 
shows DT
the DT
depth NN 
of DT
some DT
of DT
the DT
changes DT
in DT
Eastern DT
Europe NNP 
. . 
 OOV
Months NNS 
before DT
the DT
decision NN 
by DT
the DT
Hungarian JJ 
Communist DT
Party DT
to TO 
rename OOV
itself PRP 
Socialist DT
and DT
try DT
to TO 
look DT
more DT
appealing DT
to TO 
voters NNS 
, , 
the DT
country NN 
's DT
rulers NNS 
were VBD 
trying VBG 
to TO 
look DT
more DT
hospitable JJ 
. . 
 OOV
It PRP 
proved DT
a DT
perfect JJ 
time DT
for DT
Radio DT
Free DT
Europe NNP 
to TO 
ask DT
for DT
permission NN 
to TO 
set DT
up DT
office NN 
. . 
 OOV
Not RB 
only DT
did VBD 
the DT
Hungarian JJ 
Ministry NNP 
of DT
Foreign DT
Affairs DT
approve DT
Radio DT
Free DT
Europe NNP 
's DT
new JJ 
location NN 
, , 
but DT
the DT
Ministry NNP 
of DT
Telecommunications DT
did VBD 
something NN 
even DT
more DT
amazing JJ 
: : 
`` `` 
They PRP 
found DT
us PRP 
four CD 
phone DT
lines NNS 
in DT
central DT
Budapest NNP 
, , 
'' '' 
says VBZ 
Geza OOV
Szocs OOV
, , 
a DT
Radio DT
Free DT
Europe NNP 
correspondent NN 
who WP 
helped DT
organize VB 
the DT
Budapest NNP 
location NN 
. . 
 OOV
`` `` 
That DT
is DT
a DT
miracle NN 
. . 
'' '' 
 OOV
It PRP 
's DT
a DT
far DT
cry DT
from IN 
the DT
previous JJ 
treatment NN 
of DT
the DT
network DT
, , 
which WDT 
had DT
to TO 
overcome DT
jamming NN 
of DT
its PRP$ 
frequencies OOV
and DT
intimidation NN 
of DT
local JJ 
correspondents NNS 
( ( 
who WP 
filed DT
reports DT
to TO 
the DT
network DT
by DT
phone DT
, , 
secret DT
messengers OOV
or CC 
letters NNS 
) ) 
. . 
 OOV
In DT
fact NN 
, , 
some DT
of DT
the DT
network DT
's DT
Hungarian JJ 
listeners NNS 
say DT
they PRP 
owe DT
Radio DT
Free DT
Europe NNP 
loyalty NN 
because DT
it PRP 
was VBD 
responsible JJ 
in DT
many DT
ways NNS 
for DT
keeping VBG 
hope DT
alive DT
through DT
what DT
one DT
writer NN 
here RB 
calls DT
the DT
`` `` 
Dark JJ 
Ages NNPS 
of DT
the DT
20th JJ 
Century NNP 
. . 
'' '' 
 OOV
`` `` 
During IN 
the DT
past DT
four CD 
years NNS 
, , 
many DT
of DT
us PRP 
have DT
sat DT
up DT
until IN 
late DT
at DT
night DT
listening DT
to TO 
our PRP$ 
radios NNS 
, , 
'' '' 
says VBZ 
the DT
writer NN 
. . 
 OOV
`` `` 
There DT
were VBD 
some DT
very DT
brave DT
broadcasts NNS 
. . 
'' '' 
 OOV
The DT
listeners NNS 
, , 
too RB 
, , 
had DT
to TO 
be DT
brave DT
. . 
 OOV
Through IN 
much DT
of DT
the DT
post-World DT
War NNP 
II NNP 
period NN 
, , 
listening DT
to TO 
Western DT
broadcasts NNS 
was VBD 
a DT
crime NN 
in DT
Hungary DT
. . 
 OOV
`` `` 
When WRB 
we DT
listen DT
to TO 
the DT
Europe NNP 
station NN 
, , 
my DT
mother NN 
still DT
gets VBZ 
nervous JJ 
, , 
'' '' 
says VBZ 
a DT
Budapest NNP 
translator NN 
. . 
 OOV
`` `` 
She DT
wants VBZ 
to TO 
turn DT
down DT
the DT
volume NN 
and DT
close DT
the DT
curtains NNS 
. . 
'' '' 
 OOV
Now DT
, , 
the DT
toughest JJS 
competition NN 
for DT
Radio DT
Free DT
Europe NNP 
comes VBZ 
during IN 
the DT
late-night JJ 
slot NN 
. . 
 OOV
Hungarian JJ 
radio NN 
often RB 
saves VBZ 
its PRP$ 
most DT
politically RB 
outspoken JJ 
broadcasts NNS 
for DT
around DT
midnight NN 
. . 
 OOV
Television DT
, , 
which WDT 
most DT
of DT
the DT
time DT
is DT
considered DT
rather RB 
tame JJ 
, , 
has DT
entered DT
the DT
running DT
with DT
a DT
new JJ 
program DT
, , 
`` `` 
The DT
End DT
of DT
the DT
Day DT
, , 
'' '' 
which WDT 
comes VBZ 
on DT
after DT
11 DT
p.m DT
. . 
 OOV
It PRP 
is DT
a DT
talk DT
show DT
with DT
opposition NN 
leaders NNS 
and DT
political JJ 
experts NNS 
who WP 
discuss VB 
Hungary DT
's DT
domestic DT
problems NNS 
as DT
well DT
as DT
foreign JJ 
affairs NNS 
. . 
 OOV
Those DT 
who WP 
want DT
to TO 
hear DT
even DT
more DT
radical JJ 
views DT
have DT
to TO 
get DT
up DT
at DT
five CD 
on DT
Sunday NNP 
morning NN 
for DT
`` `` 
Sunday NNP 
Journal DT
, , 
'' '' 
on DT
Hungarian JJ 
Radio DT
. . 
 OOV
The DT
competitive JJ 
spirit NN 
is DT
clearly RB 
influencing OOV
Radio DT
Free DT
Europe NNP 
, , 
which WDT 
is DT
trying VBG 
to TO 
beef DT
up DT
programs NNS 
. . 
 OOV
The DT
Budapest NNP 
office NN 
plans DT
to TO 
hire DT
free-lance JJ 
reporters NNS 
to TO 
cover DT
the DT
latest DT
happenings NNS 
in DT
Hungarian JJ 
country NN 
towns NNS 
from IN 
Nagykanizsa OOV
in DT
the DT
west DT
to TO 
Nyiregyhaza OOV
in DT
the DT
east DT
. . 
 OOV
The DT
Hungarian JJ 
service DT
has DT
a DT
daily DT
40-minute OOV
news NN 
show DT
called DT
Newsreel OOV
, , 
with DT
international JJ 
and DT
domestic DT
news NN 
, , 
plus DT
a DT
daily DT
news NN 
review DT
of DT
opinions NNS 
from IN 
around DT
the DT
world NN 
. . 
 OOV
There DT
's DT
also RB 
a DT
host DT
of DT
new JJ 
programs NNS 
, , 
trying VBG 
to TO 
lighten VB 
up DT
on DT
the DT
traditional JJ 
diet NN 
of DT
politics DT
. . 
 OOV
A DT
daily DT
35-minute OOV
program DT
called DT
`` `` 
The DT
March NNP 
of DT
Time DT
'' '' 
tries DT
to TO 
find DT
interesting JJ 
tidbits OOV
of DT
lighthearted OOV
news NN 
and DT
gossip NN 
from IN 
around DT
the DT
world NN 
. . 
 OOV
There DT
's DT
a DT
program DT
for DT
women NNS 
and DT
a DT
science NN 
show DT
. . 
 OOV
And CC 
to TO 
attract DT
younger JJR 
listeners NNS 
, , 
Radio DT
Free DT
Europe NNP 
intersperses OOV
the DT
latest DT
in DT
Western DT
rock DT
groups NNS 
. . 
 OOV
The DT
Pet NNP 
Shop NNP 
Boys DT
are DT
big JJ 
this DT
year NN 
in DT
Budapest NNP 
. . 
 OOV
`` `` 
We PRP 
are DT
starving VBG 
for DT
all DT
the DT
news NN 
, , 
'' '' 
says VBZ 
Mr. NNP 
Deak OOV
, , 
the DT
student NN 
. . 
 OOV
`` `` 
Every DT 
moment NN 
we DT
want DT
to TO 
know DT
everything NN 
about DT
the DT
world NN 
. . 
 OOV
Proposals OOV
for DT
government-operated OOV
`` `` 
national JJ 
service DT
, , 
'' '' 
like DT
influenza OOV
, , 
flare OOV
up DT
from IN 
time DT
to TO 
time DT
, , 
depress DT
the DT
resistance NN 
of DT
the DT
body NN 
politic OOV
, , 
run DT
their PRP$ 
course NN 
, , 
and DT
seem DT
to TO 
disappear DT
, , 
only DT
to TO 
mutate OOV
and DT
afflict OOV
public DT
life NN 
anew RB 
. . 
 OOV
The DT
disease NN 
metaphor NN 
comes VBZ 
to TO 
mind DT
, , 
of DT
course NN 
, , 
not RB 
as DT
an DT
aspersion OOV
on DT
the DT
advocates DT
of DT
national JJ 
service DT
. . 
 OOV
Rather DT
, , 
it PRP 
is DT
born VBN 
of DT
frustration NN 
with DT
having VBG 
to TO 
combat DT
constantly RB 
changing DT
strains NNS 
of DT
a DT
statist JJ 
idea NN 
that DT
one DT
thought DT
had DT
been VBN 
eliminated DT
in DT
the DT
early DT
1970s DT
, , 
along DT
with DT
smallpox OOV
. . 
 OOV
It PRP 
is DT
back DT
with DT
us PRP 
again RB 
, , 
in DT
the DT
form DT
of DT
legislation NN 
to TO 
pay DT
volunteers NNS 
under DT
a DT
`` `` 
National DT
and DT
Community DT
Service DT
Act NNP 
, , 
'' '' 
a DT
proposal NN 
with DT
a DT
serious JJ 
shot DT
at DT
congressional JJ 
passage NN 
this DT
fall DT
. . 
 OOV
Why WRB 
does VBZ 
the DT
national-service OOV
virus NN 
keep DT
coming DT
back DT
? . 
 OOV
Perhaps RB 
it PRP 
is DT
because DT
utopian OOV
nostalgia NN 
evokes OOV
both DT
military DT
experience DT
and DT
the DT
social JJ 
gospel NN 
. . 
 OOV
If IN 
only DT
we DT
could MD 
get DT
America NNP 
's DT
wastrel OOV
youth NN 
into IN 
at DT
least DT
a DT
psychic JJ 
uniform DT
we DT
might DT
be DT
able JJ 
to TO 
teach DT
self-discipline OOV
again RB 
and DT
revive DT
the DT
spirit NN 
of DT
giving VBG 
. . 
 OOV
A DT
quarter NN 
of DT
a DT
century NN 
ago DT
national JJ 
service DT
was VBD 
promoted DT
as DT
a DT
way DT
of DT
curing OOV
the DT
manifest DT
inequities NNS 
of DT
the DT
draft DT
-- : 
by DT
, , 
of DT
all DT
things NNS 
, , 
expanding VBG 
the DT
draft DT
. . 
 OOV
Those DT 
of DT
us PRP 
who WP 
resisted DT
the DT
idea NN 
then DT
suspect DT
today NN 
that DT
an DT
obligation NN 
of DT
government NN 
service DT
for DT
all DT
young JJ 
people DT
is DT
still DT
the DT
true JJ 
long-term DT
aim DT
of DT
many DT
national-service OOV
backers NNS 
, , 
despite IN 
their PRP$ 
protests DT
that DT
present DT
plans DT
contain DT
no DT
coercion NN 
. . 
 OOV
Choice DT
of DT
the DT
volunteer DT
military DT
in DT
the DT
1970s DT
seemed DT
to TO 
doom NN 
national JJ 
service DT
as DT
much DT
as DT
the DT
draft DT
. . 
 OOV
But DT
the DT
virus NN 
was VBD 
kept DT
alive DT
in DT
sociology NN 
departments NNS 
until IN 
a DT
couple DT
of DT
years NNS 
ago DT
, , 
when WRB 
it PRP 
again RB 
was VBD 
let DT
loose DT
. . 
 OOV
This DT
time DT
it PRP 
attempted DT
to TO 
invade DT
two CD 
connected DT
problems NNS 
, , 
the DT
rising DT
cost DT
of DT
higher DT
education NN 
and DT
the DT
rising DT
expense NN 
to TO 
the DT
federal JJ 
government NN 
of DT
educational JJ 
grants DT
and DT
loans DT
. . 
 OOV
Why WRB 
not RB 
keep DT
and DT
even DT
expand DT
the DT
loans DT
and DT
grants DT
, , 
the DT
advocates DT
reasoned DT
, , 
but DT
require DT
some DT
form DT
of DT
service DT
from IN 
each DT 
recipient OOV
? . 
 OOV
Military DT
service DT
, , 
moreover RB 
, , 
could MD 
be DT
a DT
national-service OOV
option NN 
. . 
 OOV
Thus RB 
, , 
undoubtedly RB 
it PRP 
was VBD 
hoped DT
that DT
the DT
new JJ 
strain DT
of DT
national JJ 
service DT
would MD 
prove DT
contagious JJ 
, , 
infecting OOV
patriotic JJ 
conservatives NNS 
, , 
pay-as-you-go JJ 
moderates NNS 
, , 
and DT
idealistic JJ 
liberals NNS 
. . 
 OOV
The DT
Democratic DT
Leadership OOV
Council DT
, , 
a DT
centrist JJ 
group DT
sponsoring VBG 
the DT
plan DT
, , 
surely RB 
thought DT
it PRP 
might DT
help DT
the DT
party NN 
to TO 
attract DT
support DT
, , 
especially RB 
among IN 
college NN 
students NNS 
and DT
their PRP$ 
parents NNS 
. . 
 OOV
A DT
provision NN 
allowing VBG 
grants DT
to TO 
be DT
applied DT
to TO 
first-home JJ 
purchases DT
was VBD 
added DT
to TO 
appeal DT
to TO 
those DT 
who WP 
had DT
had DT
enough DT
of DT
schooling NN 
. . 
 OOV
The DT
DLC OOV
plan DT
envisaged VBD 
`` `` 
volunteers NNS 
'' '' 
planting DT
trees NNS 
, , 
emptying OOV
bedpans OOV
, , 
tutoring OOV
children NNS 
, , 
and DT
assisting VBG 
librarians OOV
for DT
$ $ 
100 CD 
a DT
week NN 
, , 
tax DT
free DT
, , 
plus DT
medical JJ 
care DT
. . 
 OOV
With DT
a DT
tax-free JJ 
$ $ 
10,000 CD 
voucher OOV
payment NN 
at DT
the DT
end DT
of DT
each DT 
